name	Sample	OTU	effect	mean_TPR	mean_FPR
ALDEx2_wi	20	200	5	0.0025	0.000738889
Corncob	20	200	5	0.00325	0.001033333
DACOMP	20	200	5	5.00E-04	0.000266667
DESeq2	20	200	5	0.02925	0.009088889
fastANCOM	20	200	5	0.00225	0.00065
LEfSe	20	200	5	0.00175	0.000533333
limma_voom	20	200	5	0.017	0.004433333
LinDA	20	200	5	0.00675	0.001516667
MaAsLin2	20	200	5	0.005	0.001333333
Wilcox	20	200	5	0.00225	0.000505556
ZicoSeq	20	200	5	0	0
ALDEx2_wi	200	200	1	0	0
Corncob	200	200	1	0	3.89E-05
DACOMP	200	200	1	0	0
DESeq2	200	200	1	0.009	0.001694444
fastANCOM	200	200	1	0	5.56E-06
LEfSe	200	200	1	0.000252525	4.49E-05
limma_voom	200	200	1	0.00225	0.000588889
LinDA	200	200	1	0	7.22E-05
MaAsLin2	200	200	1	0	2.78E-05
Wilcox	200	200	1	0	2.78E-05
ZicoSeq	200	200	1	0	0
ALDEx2_wi	200	200	10	0.11475	0.022488889
Corncob	200	200	10	0.171	0.034216667
DACOMP	200	200	10	0.0925	0.016916667
DESeq2	200	200	10	0.20525	0.040272222
fastANCOM	200	200	10	0.12475	0.025377778
LEfSe	200	200	10	0.215	0.042638889
limma_voom	200	200	10	0.19625	0.041366667
LinDA	200	200	10	0.17275	0.035438889
MaAsLin2	200	200	10	0.23025	0.045766667
Wilcox	200	200	10	0.20225	0.040238889
ZicoSeq	200	200	10	5.00E-04	0.000161111
ALDEx2_wi	200	200	2	0.02075	0.003427778
Corncob	200	200	2	0.01925	0.003233333
DACOMP	200	200	2	0.03075	0.005122222
DESeq2	200	200	2	0.06925	0.012472222
fastANCOM	200	200	2	0.018	0.0031
LEfSe	200	200	2	0.028	0.004616667
limma_voom	200	200	2	0.037	0.006511111
LinDA	200	200	2	0.03175	0.005327778
MaAsLin2	200	200	2	0.0285	0.004333333
Wilcox	200	200	2	0.02675	0.004327778
ZicoSeq	200	200	2	0	0
ALDEx2_wi	200	200	5	0.05425	0.010944444
Corncob	200	200	5	0.07275	0.015211111
DACOMP	200	200	5	0.06275	0.013716667
DESeq2	200	200	5	0.136	0.028438889
fastANCOM	200	200	5	0.06525	0.014188889
LEfSe	200	200	5	0.09875	0.019894444
limma_voom	200	200	5	0.11125	0.024011111
LinDA	200	200	5	0.10075	0.0211
MaAsLin2	200	200	5	0.1045	0.021994444
Wilcox	200	200	5	0.08675	0.018216667
ZicoSeq	200	200	5	0.001	0.000305556
ALDEx2_wi	300	200	1	0	2.22E-05
Corncob	300	200	1	0	8.33E-05
DACOMP	300	200	1	0	0
DESeq2	300	200	1	0.01125	0.002466667
fastANCOM	300	200	1	0	3.33E-05
LEfSe	300	200	1	0.001030928	0.00013173
limma_voom	300	200	1	0.00275	0.000788889
LinDA	300	200	1	0	0.000144444
MaAsLin2	300	200	1	0	7.82E-05
Wilcox	300	200	1	0	9.44E-05
ZicoSeq	300	200	1	0	0
ALDEx2_wi	300	200	10	0.15	0.030188889
Corncob	300	200	10	0.2105	0.044055556
DACOMP	300	200	10	0.08425	0.017794444
DESeq2	300	200	10	0.25875	0.052911111
fastANCOM	300	200	10	0.1485	0.032872222
LEfSe	300	200	10	0.2565	0.052966667
limma_voom	300	200	10	0.2305	0.051127778
LinDA	300	200	10	0.19975	0.041755556
MaAsLin2	300	200	10	0.28	0.05775
Wilcox	300	200	10	0.247	0.050561111
ZicoSeq	300	200	10	0.0015	0.00015
ALDEx2_wi	300	200	2	0.0215	0.004694444
Corncob	300	200	2	0.02125	0.005144444
DACOMP	300	200	2	0.03425	0.007316667
DESeq2	300	200	2	0.079	0.016344444
fastANCOM	300	200	2	0.02275	0.004855556
LEfSe	300	200	2	0.03575	0.007038889
limma_voom	300	200	2	0.04225	0.009566667
LinDA	300	200	2	0.0375	0.008288889
MaAsLin2	300	200	2	0.0345	0.007327778
Wilcox	300	200	2	0.03	0.006294444
ZicoSeq	300	200	2	0	0
ALDEx2_wi	300	200	5	0.081	0.015988889
Corncob	300	200	5	0.11425	0.0228
DACOMP	300	200	5	0.0785	0.015505556
DESeq2	300	200	5	0.178	0.036155556
fastANCOM	300	200	5	0.09	0.018316667
LEfSe	300	200	5	0.146	0.028983333
limma_voom	300	200	5	0.14275	0.029588889
LinDA	300	200	5	0.1255	0.026238889
MaAsLin2	300	200	5	0.15	0.030361111
Wilcox	300	200	5	0.1305	0.026477778
ZicoSeq	300	200	5	0	0
ALDEx2_wi	50	200	1	0	1.67E-05
Corncob	50	200	1	0	2.22E-05
DACOMP	50	200	1	0	0
DESeq2	50	200	1	0.00525	0.000961111
fastANCOM	50	200	1	0	1.67E-05
LEfSe	50	200	1	0.00052356	0.000122164
limma_voom	50	200	1	0.00325	5.00E-04
LinDA	50	200	1	5.00E-04	5.56E-05
MaAsLin2	50	200	1	0.000251256	3.35E-05
Wilcox	50	200	1	0.00025	2.22E-05
ZicoSeq	50	200	1	0	0
ALDEx2_wi	50	200	10	0.02525	0.006133333
Corncob	50	200	10	0.034	0.006855556
DACOMP	50	200	10	0.03475	0.007272222
DESeq2	50	200	10	0.085	0.018505556
fastANCOM	50	200	10	0.0345	0.007611111
LEfSe	50	200	10	0.046	0.009933333
limma_voom	50	200	10	0.08	0.018922222
LinDA	50	200	10	0.05325	0.011444444
MaAsLin2	50	200	10	0.052	0.011011111
Wilcox	50	200	10	0.041	0.008822222
ZicoSeq	50	200	10	0	0
ALDEx2_wi	50	200	2	0.00225	0.000516667
Corncob	50	200	2	0.00225	0.000583333
DACOMP	50	200	2	0.001	0.000188889
DESeq2	50	200	2	0.01775	0.004016667
fastANCOM	50	200	2	0.00075	0.000177778
LEfSe	50	200	2	0.00375	0.000711111
limma_voom	50	200	2	0.0065	0.00155
LinDA	50	200	2	0.00325	0.000683333
MaAsLin2	50	200	2	0.003768844	0.000670017
Wilcox	50	200	2	0.003	0.000555556
ZicoSeq	50	200	2	0	0
ALDEx2_wi	50	200	5	0.018	0.003355556
Corncob	50	200	5	0.016	0.003111111
DACOMP	50	200	5	0.018	0.003422222
DESeq2	50	200	5	0.063	0.012511111
fastANCOM	50	200	5	0.0185	0.003455556
LEfSe	50	200	5	0.02475	0.004355556
limma_voom	50	200	5	0.04275	0.008088889
LinDA	50	200	5	0.0295	0.005544444
MaAsLin2	50	200	5	0.027	0.004988889
Wilcox	50	200	5	0.02175	0.003911111
ZicoSeq	50	200	5	0	0
ALDEx2_wi	500	200	1	0	0
Corncob	500	200	1	0	1.00E-04
DACOMP	500	200	1	0	6.67E-05
DESeq2	500	200	1	0	0.002622222
fastANCOM	500	200	1	0	1.11E-05
LEfSe	500	200	1	0	5.58E-05
limma_voom	500	200	1	0	0.00055
LinDA	500	200	1	0	5.56E-05
MaAsLin2	500	200	1	0	5.56E-05
Wilcox	500	200	1	0	6.67E-05
ZicoSeq	500	200	1	0	0
ALDEx2_wi	500	200	10	0	0.049861111
Corncob	500	200	10	0	0.070711111
DACOMP	500	200	10	0	0.020377778
DESeq2	500	200	10	0	0.085388889
fastANCOM	500	200	10	0	0.046022222
LEfSe	500	200	10	0	0.082744444
limma_voom	500	200	10	0	0.066833333
LinDA	500	200	10	0	0.058011111
MaAsLin2	500	200	10	0	0.090455556
Wilcox	500	200	10	0	0.079572222
ZicoSeq	500	200	10	0	0.000716667
ALDEx2_wi	500	200	2	0	0.007988889
Corncob	500	200	2	0	0.009783333
DACOMP	500	200	2	0	0.013827778
DESeq2	500	200	2	0	0.025438889
fastANCOM	500	200	2	0	0.009655556
LEfSe	500	200	2	0	0.0128
limma_voom	500	200	2	0	0.015666667
LinDA	500	200	2	0	0.014855556
MaAsLin2	500	200	2	0	0.014205556
Wilcox	500	200	2	0	0.011822222
ZicoSeq	500	200	2	0	0
ALDEx2_wi	500	200	5	0	0.028605556
Corncob	500	200	5	0	0.040222222
DACOMP	500	200	5	0	0.018872222
DESeq2	500	200	5	0	0.059244444
fastANCOM	500	200	5	0	0.027805556
LEfSe	500	200	5	0	0.04985
limma_voom	500	200	5	0	0.040205556
LinDA	500	200	5	0	0.037161111
MaAsLin2	500	200	5	0	0.051111111
Wilcox	500	200	5	0	0.045944444
ZicoSeq	500	200	5	0	0.000222222
ALDEx2_wi	100	2000	1	0	0
Corncob	100	2000	1	0	5.56E-05
DACOMP	100	2000	1	0	0
DESeq2	100	2000	1	0.000325	0.112366667
fastANCOM	100	2000	1	0	0
LEfSe	100	2000	1	0	1.12E-05
limma_voom	100	2000	1	0.036875	0.076427778
LinDA	100	2000	1	0	5.56E-06
MaAsLin2	100	2000	1	0	1.13E-05
Wilcox	100	2000	1	0	5.56E-06
ZicoSeq	100	2000	1	0	0
ALDEx2_wi	100	2000	10	0.01005	0.020205556
Corncob	100	2000	10	0.014975	0.029905556
DACOMP	100	2000	10	0.0192	0.0366
DESeq2	100	2000	10	0.02135	0.170811111
fastANCOM	100	2000	10	0.0865	0.175572222
LEfSe	100	2000	10	0.020725	0.041316667
limma_voom	100	2000	10	0.51045	1.031583333
LinDA	100	2000	10	0.020925	0.041044444
MaAsLin2	100	2000	10	0.02115	0.041605556
Wilcox	100	2000	10	0.017225	0.034383333
ZicoSeq	100	2000	10	0	0
ALDEx2_wi	100	2000	2	0.00085	0.00235
Corncob	100	2000	2	0.000925	0.002438889
DACOMP	100	2000	2	0.000275	0.00075
DESeq2	100	2000	2	0.003875	0.123716667
fastANCOM	100	2000	2	0.00105	0.002788889
LEfSe	100	2000	2	0.001275	0.003366667
limma_voom	100	2000	2	0.06525	0.133816667
LinDA	100	2000	2	0.001025	0.00265
MaAsLin2	100	2000	2	0.001030151	0.002763819
Wilcox	100	2000	2	0.00105	0.002583333
ZicoSeq	100	2000	2	0	0
ALDEx2_wi	100	2000	5	0.005275	0.0112
Corncob	100	2000	5	0.00665	0.013555556
DACOMP	100	2000	5	0.010825	0.021444444
DESeq2	100	2000	5	0.015875	0.15085
fastANCOM	100	2000	5	0.014875	0.031272222
LEfSe	100	2000	5	0.009075	0.017777778
limma_voom	100	2000	5	0.2	0.402733333
LinDA	100	2000	5	0.01035	0.020355556
MaAsLin2	100	2000	5	0.01	0.02035
Wilcox	100	2000	5	0.00805	0.0159
ZicoSeq	100	2000	5	0	0
ALDEx2_wi	20	2000	1	0	0
Corncob	20	2000	1	7.50E-05	1.00E-04
DACOMP	20	2000	1	0	0
DESeq2	20	2000	1	0.00015	0.739977778
fastANCOM	20	2000	1	0	5.56E-06
LEfSe	20	2000	1	0	0
limma_voom	20	2000	1	0.06035	0.121683333
LinDA	20	2000	1	2.50E-05	5.56E-06
MaAsLin2	20	2000	1	2.51E-05	2.79E-05
Wilcox	20	2000	1	0	0
ZicoSeq	20	2000	1	0	0
ALDEx2_wi	20	2000	10	0.001225	0.002694444
Corncob	20	2000	10	0.001875	0.004011111
DACOMP	20	2000	10	0.000125	0.000238889
DESeq2	20	2000	10	0.0069	0.808866667
fastANCOM	20	2000	10	0.0238	0.048694444
LEfSe	20	2000	10	0.00025	0.000322222
limma_voom	20	2000	10	0.22405	0.450761111
LinDA	20	2000	10	0.0021	0.004222222
MaAsLin2	20	2000	10	0.00245	0.00505
Wilcox	20	2000	10	0.000175	0.000283333
ZicoSeq	20	2000	10	0	0
ALDEx2_wi	20	2000	2	0	2.22E-05
Corncob	20	2000	2	1.00E-04	0.000144444
DACOMP	20	2000	2	0	0
DESeq2	20	2000	2	0.000575	0.746161111
fastANCOM	20	2000	2	0.0043	0.008855556
LEfSe	20	2000	2	0	0
limma_voom	20	2000	2	0.0629	0.126561111
LinDA	20	2000	2	0	1.67E-05
MaAsLin2	20	2000	2	2.51E-05	4.47E-05
Wilcox	20	2000	2	0	1.11E-05
ZicoSeq	20	2000	2	0	0
ALDEx2_wi	20	2000	5	0.000375	0.000816667
Corncob	20	2000	5	8.00E-04	0.001777778
DACOMP	20	2000	5	0	0
DESeq2	20	2000	5	0.0043	0.772083333
fastANCOM	20	2000	5	0.007	0.014172222
LEfSe	20	2000	5	0	0
limma_voom	20	2000	5	0.0762	0.15465
LinDA	20	2000	5	0.000675	0.001405556
MaAsLin2	20	2000	5	0.000959596	0.001975309
Wilcox	20	2000	5	1.00E-04	0.000105556
ZicoSeq	20	2000	5	0	0
ALDEx2_wi	200	2000	1	0	5.56E-06
Corncob	200	2000	1	2.50E-05	1.67E-05
DACOMP	200	2000	1	0	0
DESeq2	200	2000	1	0.000575	0.0191
fastANCOM	200	2000	1	5.00E-05	1.67E-05
LEfSe	200	2000	1	2.67E-05	2.38E-05
limma_voom	200	2000	1	0.049025	0.099888889
LinDA	200	2000	1	2.50E-05	1.11E-05
MaAsLin2	200	2000	1	2.51E-05	3.35E-05
Wilcox	200	2000	1	2.50E-05	1.11E-05
ZicoSeq	200	2000	1	0	0
ALDEx2_wi	200	2000	10	0.0213	0.0421
Corncob	200	2000	10	0.0322	0.063466667
DACOMP	200	2000	10	0.037025	0.073327778
DESeq2	200	2000	10	0.036275	0.096294444
fastANCOM	200	2000	10	0.170025	0.338038889
LEfSe	200	2000	10	0.0511	0.098483333
limma_voom	200	2000	10	0.652	1.308388889
LinDA	200	2000	10	0.052675	0.103766667
MaAsLin2	200	2000	10	0.051575	0.101966667
Wilcox	200	2000	10	0.0449	0.087711111
ZicoSeq	200	2000	10	0.000225	0.000294444
ALDEx2_wi	200	2000	2	0.00315	0.006077778
Corncob	200	2000	2	0.003375	0.006061111
DACOMP	200	2000	2	0.00395	0.007705556
DESeq2	200	2000	2	0.00915	0.03655
fastANCOM	200	2000	2	0.0048	0.008777778
LEfSe	200	2000	2	0.004775	0.008277778
limma_voom	200	2000	2	0.073	0.150961111
LinDA	200	2000	2	0.00465	0.008433333
MaAsLin2	200	2000	2	0.004822335	0.008505358
Wilcox	200	2000	2	0.0044	0.007611111
ZicoSeq	200	2000	2	0	0
ALDEx2_wi	200	2000	5	0.010325	0.020122222
Corncob	200	2000	5	0.0144	0.029044444
DACOMP	200	2000	5	0.021225	0.042366667
DESeq2	200	2000	5	0.02365	0.066244444
fastANCOM	200	2000	5	0.0465	0.091783333
LEfSe	200	2000	5	0.02045	0.041166667
limma_voom	200	2000	5	0.280425	0.562222222
LinDA	200	2000	5	0.0226	0.045166667
MaAsLin2	200	2000	5	0.022969543	0.045188945
Wilcox	200	2000	5	0.01765	0.035761111
ZicoSeq	200	2000	5	0	0
ALDEx2_wi	300	2000	1	0	0
Corncob	300	2000	1	2.50E-05	0
DACOMP	300	2000	1	0	0
DESeq2	300	2000	1	5.00E-04	0.004566667
fastANCOM	300	2000	1	0	0
LEfSe	300	2000	1	0.000136612	0.000139648
limma_voom	300	2000	1	0.039675	0.079138889
LinDA	300	2000	1	2.50E-05	0
MaAsLin2	300	2000	1	0	0
Wilcox	300	2000	1	2.50E-05	0
ZicoSeq	300	2000	1	0	0
ALDEx2_wi	300	2000	10	0.03005	0.06175
Corncob	300	2000	10	0.0518	0.1038
DACOMP	300	2000	10	0.04735	0.097344444
DESeq2	300	2000	10	0.053275	0.113555556
fastANCOM	300	2000	10	0.199625	0.408261111
LEfSe	300	2000	10	0.079	0.158816667
limma_voom	300	2000	10	0.706	1.427422222
LinDA	300	2000	10	0.08375	0.167688889
MaAsLin2	300	2000	10	0.08861809	0.179369068
Wilcox	300	2000	10	0.07175	0.144866667
ZicoSeq	300	2000	10	4.00E-04	0.001016667
ALDEx2_wi	300	2000	2	0.004625	0.008288889
Corncob	300	2000	2	0.004925	0.009127778
DACOMP	300	2000	2	0.008175	0.014622222
DESeq2	300	2000	2	0.012425	0.029327778
fastANCOM	300	2000	2	0.0074	0.013905556
LEfSe	300	2000	2	0.0067	0.012822222
limma_voom	300	2000	2	0.082575	0.163038889
LinDA	300	2000	2	0.0073	0.013872222
MaAsLin2	300	2000	2	0.007325	0.014016667
Wilcox	300	2000	2	0.00595	0.011155556
ZicoSeq	300	2000	2	7.50E-05	0.000338889
ALDEx2_wi	300	2000	5	0.0128	0.027738889
Corncob	300	2000	5	0.0207	0.0443
DACOMP	300	2000	5	0.02635	0.055011111
DESeq2	300	2000	5	0.03095	0.068105556
fastANCOM	300	2000	5	0.0713	0.141594444
LEfSe	300	2000	5	0.03165	0.067011111
limma_voom	300	2000	5	0.3441	0.6949
LinDA	300	2000	5	0.03555	0.071744444
MaAsLin2	300	2000	5	0.037311558	0.075488554
Wilcox	300	2000	5	0.0278	0.058233333
ZicoSeq	300	2000	5	0.000125	0.000305556
ALDEx2_wi	50	2000	1	0	0
Corncob	50	2000	1	2.50E-05	2.22E-05
DACOMP	50	2000	1	0	0
DESeq2	50	2000	1	1.00E-04	0.1491
fastANCOM	50	2000	1	2.50E-05	5.56E-06
LEfSe	50	2000	1	2.50E-05	5.56E-06
limma_voom	50	2000	1	0.05105	0.102483333
LinDA	50	2000	1	2.50E-05	3.33E-05
MaAsLin2	50	2000	1	2.50E-05	1.11E-05
Wilcox	50	2000	1	2.50E-05	5.56E-06
ZicoSeq	50	2000	1	0	0
ALDEx2_wi	50	2000	10	0.004625	0.010433333
Corncob	50	2000	10	0.005725	0.012688889
DACOMP	50	2000	10	0.00655	0.013711111
DESeq2	50	2000	10	0.0135	0.214488889
fastANCOM	50	2000	10	0.040275	0.083283333
LEfSe	50	2000	10	0.006725	0.014416667
limma_voom	50	2000	10	0.3278	0.660583333
LinDA	50	2000	10	0.008	0.016777778
MaAsLin2	50	2000	10	0.008275	0.017094444
Wilcox	50	2000	10	0.006175	0.013116667
ZicoSeq	50	2000	10	0	0
ALDEx2_wi	50	2000	2	3.00E-04	0.00045
Corncob	50	2000	2	0.00045	0.000711111
DACOMP	50	2000	2	0	0
DESeq2	50	2000	2	0.001325	0.152316667
fastANCOM	50	2000	2	0.000325	5.00E-04
LEfSe	50	2000	2	0.00035	0.000477778
limma_voom	50	2000	2	0.050775	0.101772222
LinDA	50	2000	2	0.000325	0.00045
MaAsLin2	50	2000	2	0.000378788	0.000510662
Wilcox	50	2000	2	0.000175	0.000366667
ZicoSeq	50	2000	2	0	0
ALDEx2_wi	50	2000	5	0.003025	0.005727778
Corncob	50	2000	5	0.002725	0.005427778
DACOMP	50	2000	5	0.001375	0.002505556
DESeq2	50	2000	5	0.009275	0.181333333
fastANCOM	50	2000	5	0.006475	0.012605556
LEfSe	50	2000	5	0.0035	0.006561111
limma_voom	50	2000	5	0.10325	0.208244444
LinDA	50	2000	5	0.0044	0.008066667
MaAsLin2	50	2000	5	0.004343434	0.008445567
Wilcox	50	2000	5	0.003	0.005988889
ZicoSeq	50	2000	5	0	0
ALDEx2_wi	500	2000	1	0	0
Corncob	500	2000	1	0	1.11E-05
DACOMP	500	2000	1	0	0
DESeq2	500	2000	1	0.000825	0.001444444
fastANCOM	500	2000	1	0	5.56E-06
LEfSe	500	2000	1	0	7.58E-05
limma_voom	500	2000	1	0.057725	0.113005556
LinDA	500	2000	1	0	2.78E-05
MaAsLin2	500	2000	1	0	1.12E-05
Wilcox	500	2000	1	0	3.33E-05
ZicoSeq	500	2000	1	0	0
ALDEx2_wi	500	2000	10	0.0431	0.090761111
Corncob	500	2000	10	0.08845	0.181833333
DACOMP	500	2000	10	0.062875	0.126366667
DESeq2	500	2000	10	0.07925	0.162177778
fastANCOM	500	2000	10	0.273225	0.558927778
LEfSe	500	2000	10	0.123675	0.250183333
limma_voom	500	2000	10	0.78345	1.572788889
LinDA	500	2000	10	0.122675	0.248583333
MaAsLin2	500	2000	10	0.15625	0.316472222
Wilcox	500	2000	10	0.118075	0.238844444
ZicoSeq	500	2000	10	3.00E-04	0.000727778
ALDEx2_wi	500	2000	2	0.006725	0.01245
Corncob	500	2000	2	0.008425	0.016072222
DACOMP	500	2000	2	0.012175	0.024272222
DESeq2	500	2000	2	0.0175	0.036205556
fastANCOM	500	2000	2	0.01435	0.02755
LEfSe	500	2000	2	0.01065	0.02145
limma_voom	500	2000	2	0.118075	0.236305556
LinDA	500	2000	2	0.012475	0.024377778
MaAsLin2	500	2000	2	0.013625	0.026616667
Wilcox	500	2000	2	0.0098	0.019277778
ZicoSeq	500	2000	2	0	0
ALDEx2_wi	500	2000	5	0.0223	0.044
Corncob	500	2000	5	0.04165	0.082205556
DACOMP	500	2000	5	0.03795	0.073444444
DESeq2	500	2000	5	0.049275	0.098216667
fastANCOM	500	2000	5	0.134325	0.268411111
LEfSe	500	2000	5	0.05885	0.11815
limma_voom	500	2000	5	0.415625	0.832455556
LinDA	500	2000	5	0.061175	0.121061111
MaAsLin2	500	2000	5	0.073819095	0.1446622
Wilcox	500	2000	5	0.05375	0.108527778
ZicoSeq	500	2000	5	0	0
ALDEx2_wi	100	300	1	0	0
Corncob	100	300	1	0	1.11E-05
DACOMP	100	300	1	0	0
DESeq2	100	300	1	0.002666667	0.000827778
fastANCOM	100	300	1	0	5.56E-06
LEfSe	100	300	1	0	0.000115741
limma_voom	100	300	1	0.0125	0.003344444
LinDA	100	300	1	0.000166667	1.67E-05
MaAsLin2	100	300	1	0	5.56E-06
Wilcox	100	300	1	0	1.11E-05
ZicoSeq	100	300	1	0	0
ALDEx2_wi	100	300	10	0.035333333	0.010961111
Corncob	100	300	10	0.051333333	0.015322222
DACOMP	100	300	10	0.051333333	0.014772222
DESeq2	100	300	10	0.092166667	0.026905556
fastANCOM	100	300	10	0.060666667	0.018477778
LEfSe	100	300	10	0.077333333	0.022305556
limma_voom	100	300	10	0.194833333	0.059988889
LinDA	100	300	10	0.087166667	0.025122222
MaAsLin2	100	300	10	0.0845	0.024466667
Wilcox	100	300	10	0.0685	0.020133333
ZicoSeq	100	300	10	0	0
ALDEx2_wi	100	300	2	0.003833333	0.001372222
Corncob	100	300	2	0.0045	0.001305556
DACOMP	100	300	2	0.005666667	0.001966667
DESeq2	100	300	2	0.0225	0.00695
fastANCOM	100	300	2	0.002333333	0.001105556
LEfSe	100	300	2	0.007	0.002377778
limma_voom	100	300	2	0.021166667	0.006555556
LinDA	100	300	2	0.0055	0.00165
MaAsLin2	100	300	2	0.005166667	0.001722222
Wilcox	100	300	2	0.004833333	0.001622222
ZicoSeq	100	300	2	0	0
ALDEx2_wi	100	300	5	0.017833333	0.006211111
Corncob	100	300	5	0.0195	0.006638889
DACOMP	100	300	5	0.029666667	0.010438889
DESeq2	100	300	5	0.060333333	0.020011111
fastANCOM	100	300	5	0.025166667	0.008905556
LEfSe	100	300	5	0.031166667	0.009877778
limma_voom	100	300	5	0.090333333	0.030561111
LinDA	100	300	5	0.035833333	0.012355556
MaAsLin2	100	300	5	0.035	0.01165
Wilcox	100	300	5	0.030333333	0.009511111
ZicoSeq	100	300	5	0.000166667	0.000166667
ALDEx2_wi	20	300	1	0	1.11E-05
Corncob	20	300	1	0	5.56E-05
DACOMP	20	300	1	0	0
DESeq2	20	300	1	0.003166667	0.010966667
fastANCOM	20	300	1	0	0
LEfSe	20	300	1	0	0
limma_voom	20	300	1	0.008666667	0.002822222
LinDA	20	300	1	0	3.89E-05
MaAsLin2	20	300	1	0	5.58E-05
Wilcox	20	300	1	0	5.56E-06
ZicoSeq	20	300	1	0	0
ALDEx2_wi	20	300	10	0.008333333	0.001616667
Corncob	20	300	10	0.0095	0.002272222
DACOMP	20	300	10	0.004666667	0.001144444
DESeq2	20	300	10	0.033	0.0208
fastANCOM	20	300	10	0.01	0.00225
LEfSe	20	300	10	0.005333333	0.001077778
limma_voom	20	300	10	0.062833333	0.018055556
LinDA	20	300	10	0.0115	0.002905556
MaAsLin2	20	300	10	0.012833333	0.002922222
Wilcox	20	300	10	0.0045	0.000844444
ZicoSeq	20	300	10	0	0
ALDEx2_wi	20	300	2	0	2.78E-05
Corncob	20	300	2	0.000333333	0.000161111
DACOMP	20	300	2	0	0
DESeq2	20	300	2	0.004333333	0.011488889
fastANCOM	20	300	2	0	1.11E-05
LEfSe	20	300	2	0	2.22E-05
limma_voom	20	300	2	0.004	0.001433333
LinDA	20	300	2	0.000166667	8.89E-05
MaAsLin2	20	300	2	0.000335008	6.70E-05
Wilcox	20	300	2	0	1.67E-05
ZicoSeq	20	300	2	0	0
ALDEx2_wi	20	300	5	0.003333333	0.000622222
Corncob	20	300	5	0.005166667	0.001094444
DACOMP	20	300	5	0.000166667	0.00015
DESeq2	20	300	5	0.020166667	0.016605556
fastANCOM	20	300	5	0.003	0.000694444
LEfSe	20	300	5	0.002166667	0.000311111
limma_voom	20	300	5	0.019833333	0.006955556
LinDA	20	300	5	0.004166667	0.0011
MaAsLin2	20	300	5	0.004666667	0.001327778
Wilcox	20	300	5	0.002	0.000288889
ZicoSeq	20	300	5	0	0
ALDEx2_wi	200	300	1	0.000166667	1.11E-05
Corncob	200	300	1	0.000166667	2.78E-05
DACOMP	200	300	1	0	0
DESeq2	200	300	1	0.007	0.001505556
fastANCOM	200	300	1	0.000166667	5.56E-06
LEfSe	200	300	1	0.000343643	0.000154639
limma_voom	200	300	1	0.011	0.003705556
LinDA	200	300	1	0.000166667	0.000111111
MaAsLin2	200	300	1	0.000167504	7.82E-05
Wilcox	200	300	1	0.000166667	8.89E-05
ZicoSeq	200	300	1	0	0
ALDEx2_wi	200	300	10	0.079833333	0.024444444
Corncob	200	300	10	0.1185	0.03825
DACOMP	200	300	10	0.056333333	0.019338889
DESeq2	200	300	10	0.148333333	0.04855
fastANCOM	200	300	10	0.132333333	0.044177778
LEfSe	200	300	10	0.1545	0.049783333
limma_voom	200	300	10	0.292833333	0.094194444
LinDA	200	300	10	0.154666667	0.050355556
MaAsLin2	200	300	10	0.1775	0.057388889
Wilcox	200	300	10	0.147666667	0.047061111
ZicoSeq	200	300	10	0.000833333	0.00015
ALDEx2_wi	200	300	2	0.011	0.003627778
Corncob	200	300	2	0.01	0.0033
DACOMP	200	300	2	0.016666667	0.005222222
DESeq2	200	300	2	0.039	0.011966667
fastANCOM	200	300	2	0.010333333	0.003622222
LEfSe	200	300	2	0.0165	0.004983333
limma_voom	200	300	2	0.043833333	0.0132
LinDA	200	300	2	0.016333333	0.005288889
MaAsLin2	200	300	2	0.016333333	0.004888889
Wilcox	200	300	2	0.015	0.004538889
ZicoSeq	200	300	2	0	0
ALDEx2_wi	200	300	5	0.036666667	0.011133333
Corncob	200	300	5	0.052	0.0154
DACOMP	200	300	5	0.050166667	0.01515
DESeq2	200	300	5	0.097	0.029938889
fastANCOM	200	300	5	0.058333333	0.01785
LEfSe	200	300	5	0.0695	0.021594444
limma_voom	200	300	5	0.138833333	0.041466667
LinDA	200	300	5	0.0855	0.025133333
MaAsLin2	200	300	5	0.083666667	0.025383333
Wilcox	200	300	5	0.063833333	0.019783333
ZicoSeq	200	300	5	0	0
ALDEx2_wi	300	300	1	0	0
Corncob	300	300	1	0	2.22E-05
DACOMP	300	300	1	0.000333333	5.00E-05
DESeq2	300	300	1	0.005166667	0.001483333
fastANCOM	300	300	1	0	0
LEfSe	300	300	1	0.000169205	5.64E-05
limma_voom	300	300	1	0.015166667	0.004461111
LinDA	300	300	1	0.001	1.00E-04
MaAsLin2	300	300	1	0.000166667	3.33E-05
Wilcox	300	300	1	0.000166667	8.89E-05
ZicoSeq	300	300	1	0	0
ALDEx2_wi	300	300	10	0.1055	0.032394444
Corncob	300	300	10	0.172	0.052
DACOMP	300	300	10	0.062333333	0.019288889
DESeq2	300	300	10	0.196666667	0.061222222
fastANCOM	300	300	10	0.191	0.057122222
LEfSe	300	300	10	0.2095	0.063594444
limma_voom	300	300	10	0.3485	0.105588889
LinDA	300	300	10	0.192833333	0.059338889
MaAsLin2	300	300	10	0.2435	0.0741
Wilcox	300	300	10	0.203	0.060933333
ZicoSeq	300	300	10	0	0
ALDEx2_wi	300	300	2	0.014833333	0.004783333
Corncob	300	300	2	0.016	0.00505
DACOMP	300	300	2	0.027833333	0.008366667
DESeq2	300	300	2	0.053333333	0.016027778
