name	Sample	OTU	effect	mean_Precision	mean_TPR
MaAsLin2	200	200	1	0	0
Wilcox	200	200	1	0	0
ZicoSeq	200	200	1	0	0
ALDEx2_wi	200	200	10	0.100387439	0.11475
Corncob	200	200	10	0.100414952	0.171
DACOMP	200	200	10	0.108101832	0.0925
DESeq2	200	200	10	0.102553495	0.20525
fastANCOM	200	200	10	0.100430931	0.12475
LEfSe	200	200	10	0.10198392	0.215
limma_voom	200	200	10	0.096669482	0.19625
LinDA	200	200	10	0.098791881	0.17275
MaAsLin2	200	200	10	0.102052002	0.23025
Wilcox	200	200	10	0.101949024	0.20225
ZicoSeq	200	200	10	0.000322581	5.00E-04
ALDEx2_wi	200	200	2	0.111556277	0.02075
Corncob	200	200	2	0.106791667	0.01925
DACOMP	200	200	2	0.091130186	0.03075
DESeq2	200	200	2	0.111387055	0.06925
fastANCOM	200	200	2	0.098287698	0.018
LEfSe	200	200	2	0.120736527	0.028
limma_voom	200	200	2	0.115562269	0.037
LinDA	200	200	2	0.117577307	0.03175
MaAsLin2	200	200	2	0.124350469	0.0285
Wilcox	200	200	2	0.122046356	0.02675
ZicoSeq	200	200	2	0	0
ALDEx2_wi	200	200	5	0.092912016	0.05425
Corncob	200	200	5	0.095107884	0.07275
DACOMP	200	200	5	0.090987204	0.06275
DESeq2	200	200	5	0.09681448	0.136
fastANCOM	200	200	5	0.090599424	0.06525
LEfSe	200	200	5	0.098028875	0.09875
limma_voom	200	200	5	0.09557956	0.11125
LinDA	200	200	5	0.096366298	0.10075
MaAsLin2	200	200	5	0.09457926	0.1045
Wilcox	200	200	5	0.097625982	0.08675
ZicoSeq	200	200	5	0.000683908	0.001
ALDEx2_wi	300	200	1	0	0
Corncob	300	200	1	0	0
DACOMP	300	200	1	0	0
DESeq2	300	200	1	0.06029917	0.01125
fastANCOM	300	200	1	0	0
LEfSe	300	200	1	0.00398313	0.001030928
limma_voom	300	200	1	0.011639069	0.00275
LinDA	300	200	1	0	0
MaAsLin2	300	200	1	0	0
Wilcox	300	200	1	0	0
ZicoSeq	300	200	1	0	0
ALDEx2_wi	300	200	10	0.096603943	0.15
Corncob	300	200	10	0.094077391	0.2105
DACOMP	300	200	10	0.096160331	0.08425
DESeq2	300	200	10	0.096545442	0.25875
fastANCOM	300	200	10	0.089511468	0.1485
LEfSe	300	200	10	0.094798472	0.2565
limma_voom	300	200	10	0.08770252	0.2305
LinDA	300	200	10	0.094663269	0.19975
MaAsLin2	300	200	10	0.09510959	0.28
Wilcox	300	200	10	0.096147246	0.247
ZicoSeq	300	200	10	0.000909091	0.0015
ALDEx2_wi	300	200	2	0.08718863	0.0215
Corncob	300	200	2	0.077985852	0.02125
DACOMP	300	200	2	0.087318359	0.03425
DESeq2	300	200	2	0.095681536	0.079
fastANCOM	300	200	2	0.089916847	0.02275
LEfSe	300	200	2	0.102860204	0.03575
limma_voom	300	200	2	0.09133317	0.04225
LinDA	300	200	2	0.092438593	0.0375
MaAsLin2	300	200	2	0.093872253	0.0345
Wilcox	300	200	2	0.0952372	0.03
ZicoSeq	300	200	2	0	0
ALDEx2_wi	300	200	5	0.100918361	0.081
Corncob	300	200	5	0.100551645	0.11425
DACOMP	300	200	5	0.1009643	0.0785
DESeq2	300	200	5	0.098148834	0.178
fastANCOM	300	200	5	0.099644141	0.09
LEfSe	300	200	5	0.100797756	0.146
limma_voom	300	200	5	0.098015637	0.14275
LinDA	300	200	5	0.095950268	0.1255
MaAsLin2	300	200	5	0.100150883	0.15
Wilcox	300	200	5	0.099217795	0.1305
ZicoSeq	300	200	5	0	0
ALDEx2_wi	50	200	1	0	0
Corncob	50	200	1	0	0
DACOMP	50	200	1	0	0
DESeq2	50	200	1	0.037375	0.00525
fastANCOM	50	200	1	0	0
LEfSe	50	200	1	0.005711566	0.00052356
limma_voom	50	200	1	0.024023842	0.00325
LinDA	50	200	1	0.01	5.00E-04
MaAsLin2	50	200	1	0.005025126	0.000251256
Wilcox	50	200	1	0.005	0.00025
ZicoSeq	50	200	1	0	0
ALDEx2_wi	50	200	10	0.080899461	0.02525
Corncob	50	200	10	0.094468929	0.034
DACOMP	50	200	10	0.093202131	0.03475
DESeq2	50	200	10	0.091715614	0.085
fastANCOM	50	200	10	0.086711698	0.0345
LEfSe	50	200	10	0.088399016	0.046
limma_voom	50	200	10	0.086225559	0.08
LinDA	50	200	10	0.091501053	0.05325
MaAsLin2	50	200	10	0.090342159	0.052
Wilcox	50	200	10	0.089323118	0.041
ZicoSeq	50	200	10	0	0
ALDEx2_wi	50	200	2	0.036666667	0.00225
Corncob	50	200	2	0.038333333	0.00225
DACOMP	50	200	2	0.004621212	0.001
DESeq2	50	200	2	0.075355339	0.01775
fastANCOM	50	200	2	0.015	0.00075
LEfSe	50	200	2	0.055833333	0.00375
limma_voom	50	200	2	0.056765568	0.0065
LinDA	50	200	2	0.047916667	0.00325
MaAsLin2	50	200	2	0.060720268	0.003768844
Wilcox	50	200	2	0.039166667	0.003
ZicoSeq	50	200	2	0	0
ALDEx2_wi	50	200	5	0.098680556	0.018
Corncob	50	200	5	0.095804113	0.016
DACOMP	50	200	5	0.067386905	0.018
DESeq2	50	200	5	0.096935426	0.063
fastANCOM	50	200	5	0.088125	0.0185
LEfSe	50	200	5	0.10145224	0.02475
limma_voom	50	200	5	0.099960543	0.04275
LinDA	50	200	5	0.099249281	0.0295
MaAsLin2	50	200	5	0.098108478	0.027
Wilcox	50	200	5	0.104515873	0.02175
ZicoSeq	50	200	5	0	0
ALDEx2_wi	500	200	1	0	0
Corncob	500	200	1	0	0
DACOMP	500	200	1	0	0
DESeq2	500	200	1	0	0
fastANCOM	500	200	1	0	0
LEfSe	500	200	1	0	0
limma_voom	500	200	1	0	0
LinDA	500	200	1	0	0
MaAsLin2	500	200	1	0	0
Wilcox	500	200	1	0	0
ZicoSeq	500	200	1	0	0
ALDEx2_wi	500	200	10	0	0
Corncob	500	200	10	0	0
DACOMP	500	200	10	0	0
DESeq2	500	200	10	0	0
fastANCOM	500	200	10	0	0
LEfSe	500	200	10	0	0
limma_voom	500	200	10	0	0
LinDA	500	200	10	0	0
MaAsLin2	500	200	10	0	0
Wilcox	500	200	10	0	0
ZicoSeq	500	200	10	0	0
ALDEx2_wi	500	200	2	0	0
Corncob	500	200	2	0	0
DACOMP	500	200	2	0	0
DESeq2	500	200	2	0	0
fastANCOM	500	200	2	0	0
LEfSe	500	200	2	0	0
limma_voom	500	200	2	0	0
LinDA	500	200	2	0	0
MaAsLin2	500	200	2	0	0
Wilcox	500	200	2	0	0
ZicoSeq	500	200	2	0	0
ALDEx2_wi	500	200	5	0	0
Corncob	500	200	5	0	0
DACOMP	500	200	5	0	0
DESeq2	500	200	5	0	0
fastANCOM	500	200	5	0	0
LEfSe	500	200	5	0	0
limma_voom	500	200	5	0	0
LinDA	500	200	5	0	0
MaAsLin2	500	200	5	0	0
Wilcox	500	200	5	0	0
ZicoSeq	500	200	5	0	0
ALDEx2_wi	100	2000	1	0	0
Corncob	100	2000	1	0	0
DACOMP	100	2000	1	0	0
DESeq2	100	2000	1	0.000691378	0.000325
fastANCOM	100	2000	1	0	0
LEfSe	100	2000	1	0	0
limma_voom	100	2000	1	0.038940819	0.036875
LinDA	100	2000	1	0	0
MaAsLin2	100	2000	1	0	0
Wilcox	100	2000	1	0	0
ZicoSeq	100	2000	1	0	0
ALDEx2_wi	100	2000	10	0.100309337	0.01005
Corncob	100	2000	10	0.101297493	0.014975
DACOMP	100	2000	10	0.105653961	0.0192
DESeq2	100	2000	10	0.027434656	0.02135
fastANCOM	100	2000	10	0.103477067	0.0865
LEfSe	100	2000	10	0.100932275	0.020725
limma_voom	100	2000	10	0.099866798	0.51045
LinDA	100	2000	10	0.102032505	0.020925
MaAsLin2	100	2000	10	0.103078102	0.02115
Wilcox	100	2000	10	0.100905013	0.017225
ZicoSeq	100	2000	10	0	0
ALDEx2_wi	100	2000	2	0.062315476	0.00085
Corncob	100	2000	2	0.057992063	0.000925
DACOMP	100	2000	2	0.005323954	0.000275
DESeq2	100	2000	2	0.007122748	0.003875
fastANCOM	100	2000	2	0.062380952	0.00105
LEfSe	100	2000	2	0.068285895	0.001275
limma_voom	100	2000	2	0.06937918	0.06525
LinDA	100	2000	2	0.062234488	0.001025
MaAsLin2	100	2000	2	0.061221149	0.001030151
Wilcox	100	2000	2	0.063962302	0.00105
ZicoSeq	100	2000	2	0	0
ALDEx2_wi	100	2000	5	0.09722937	0.005275
Corncob	100	2000	5	0.100665063	0.00665
DACOMP	100	2000	5	0.098094723	0.010825
DESeq2	100	2000	5	0.023348556	0.015875
fastANCOM	100	2000	5	0.098597869	0.014875
LEfSe	100	2000	5	0.104308752	0.009075
limma_voom	100	2000	5	0.100293692	0.2
LinDA	100	2000	5	0.103760287	0.01035
MaAsLin2	100	2000	5	0.100705335	0.01
Wilcox	100	2000	5	0.103541423	0.00805
ZicoSeq	100	2000	5	0	0
ALDEx2_wi	20	2000	1	0	0
Corncob	20	2000	1	0.0075	7.50E-05
DACOMP	20	2000	1	0	0
DESeq2	20	2000	1	4.73E-05	0.00015
fastANCOM	20	2000	1	0	0
LEfSe	20	2000	1	0	0
limma_voom	20	2000	1	0.018588254	0.06035
LinDA	20	2000	1	0.005	2.50E-05
MaAsLin2	20	2000	1	0.005025126	2.51E-05
Wilcox	20	2000	1	0	0
ZicoSeq	20	2000	1	0	0
ALDEx2_wi	20	2000	10	0.077746032	0.001225
Corncob	20	2000	10	0.091289248	0.001875
DACOMP	20	2000	10	0.002635101	0.000125
DESeq2	20	2000	10	0.00188145	0.0069
fastANCOM	20	2000	10	0.103835118	0.0238
LEfSe	20	2000	10	0.009736111	0.00025
limma_voom	20	2000	10	0.0954087	0.22405
LinDA	20	2000	10	0.099518038	0.0021
MaAsLin2	20	2000	10	0.100995356	0.00245
Wilcox	20	2000	10	0.0325	0.000175
ZicoSeq	20	2000	10	0	0
ALDEx2_wi	20	2000	2	0	0
Corncob	20	2000	2	0.0175	1.00E-04
DACOMP	20	2000	2	0	0
DESeq2	20	2000	2	0.000170748	0.000575
fastANCOM	20	2000	2	0.000975198	0.0043
LEfSe	20	2000	2	0	0
limma_voom	20	2000	2	0.024763438	0.0629
LinDA	20	2000	2	0	0
MaAsLin2	20	2000	2	0.005025126	2.51E-05
Wilcox	20	2000	2	0	0
ZicoSeq	20	2000	2	0	0
ALDEx2_wi	20	2000	5	0.032666667	0.000375
Corncob	20	2000	5	0.061940476	8.00E-04
DACOMP	20	2000	5	0	0
DESeq2	20	2000	5	0.001234803	0.0043
fastANCOM	20	2000	5	0.049709328	0.007
LEfSe	20	2000	5	0	0
limma_voom	20	2000	5	0.084310211	0.0762
LinDA	20	2000	5	0.054309524	0.000675
MaAsLin2	20	2000	5	0.065897066	0.000959596
Wilcox	20	2000	5	0.016666667	1.00E-04
ZicoSeq	20	2000	5	0	0
ALDEx2_wi	200	2000	1	0	0
Corncob	200	2000	1	0.005	2.50E-05
DACOMP	200	2000	1	0	0
DESeq2	200	2000	1	0.006145561	0.000575
fastANCOM	200	2000	1	0.01	5.00E-05
LEfSe	200	2000	1	0.005347594	2.67E-05
limma_voom	200	2000	1	0.061754223	0.049025
LinDA	200	2000	1	0.005	2.50E-05
MaAsLin2	200	2000	1	0.005025126	2.51E-05
Wilcox	200	2000	1	0.005	2.50E-05
ZicoSeq	200	2000	1	0	0
ALDEx2_wi	200	2000	10	0.101355322	0.0213
Corncob	200	2000	10	0.102064261	0.0322
DACOMP	200	2000	10	0.100188746	0.037025
DESeq2	200	2000	10	0.077343099	0.036275
fastANCOM	200	2000	10	0.10149448	0.170025
LEfSe	200	2000	10	0.103517198	0.0511
limma_voom	200	2000	10	0.099603065	0.652
LinDA	200	2000	10	0.101438539	0.052675
MaAsLin2	200	2000	10	0.10122687	0.051575
Wilcox	200	2000	10	0.102824275	0.0449
ZicoSeq	200	2000	10	0.000725806	0.000225
ALDEx2_wi	200	2000	2	0.103363928	0.00315
Corncob	200	2000	2	0.115748676	0.003375
DACOMP	200	2000	2	0.063982253	0.00395
DESeq2	200	2000	2	0.055487273	0.00915
fastANCOM	200	2000	2	0.116387252	0.0048
LEfSe	200	2000	2	0.118252446	0.004775
limma_voom	200	2000	2	0.109052236	0.073
LinDA	200	2000	2	0.112791458	0.00465
MaAsLin2	200	2000	2	0.11499151	0.004822335
Wilcox	200	2000	2	0.114796361	0.0044
ZicoSeq	200	2000	2	0	0
ALDEx2_wi	200	2000	5	0.105860081	0.010325
Corncob	200	2000	5	0.101634084	0.0144
DACOMP	200	2000	5	0.100355981	0.021225
DESeq2	200	2000	5	0.074845998	0.02365
fastANCOM	200	2000	5	0.103792774	0.0465
LEfSe	200	2000	5	0.100190709	0.02045
limma_voom	200	2000	5	0.101576436	0.280425
LinDA	200	2000	5	0.101255258	0.0226
MaAsLin2	200	2000	5	0.103097983	0.022969543
Wilcox	200	2000	5	0.101142829	0.01765
ZicoSeq	200	2000	5	0	0
ALDEx2_wi	300	2000	1	0	0
Corncob	300	2000	1	0.005	2.50E-05
DACOMP	300	2000	1	0	0
DESeq2	300	2000	1	0.028180556	5.00E-04
fastANCOM	300	2000	1	0	0
LEfSe	300	2000	1	0.006274034	0.000136612
limma_voom	300	2000	1	0.054362076	0.039675
LinDA	300	2000	1	0.005	2.50E-05
MaAsLin2	300	2000	1	0	0
Wilcox	300	2000	1	0.005	2.50E-05
ZicoSeq	300	2000	1	0	0
ALDEx2_wi	300	2000	10	0.09805609	0.03005
Corncob	300	2000	10	0.099717668	0.0518
DACOMP	300	2000	10	0.098102036	0.04735
DESeq2	300	2000	10	0.093894962	0.053275
fastANCOM	300	2000	10	0.097518239	0.199625
LEfSe	300	2000	10	0.099602917	0.079
limma_voom	300	2000	10	0.098665759	0.706
LinDA	300	2000	10	0.099705671	0.08375
MaAsLin2	300	2000	10	0.098756128	0.08861809
Wilcox	300	2000	10	0.099389081	0.07175
ZicoSeq	300	2000	10	0.00121303	4.00E-04
ALDEx2_wi	300	2000	2	0.104990512	0.004625
Corncob	300	2000	2	0.100999679	0.004925
DACOMP	300	2000	2	0.097770277	0.008175
DESeq2	300	2000	2	0.08525245	0.012425
fastANCOM	300	2000	2	0.102375403	0.0074
LEfSe	300	2000	2	0.103449679	0.0067
limma_voom	300	2000	2	0.103976902	0.082575
LinDA	300	2000	2	0.101115537	0.0073
MaAsLin2	300	2000	2	0.102109083	0.007325
Wilcox	300	2000	2	0.102478466	0.00595
ZicoSeq	300	2000	2	0.000234375	7.50E-05
ALDEx2_wi	300	2000	5	0.093817645	0.0128
Corncob	300	2000	5	0.095909335	0.0207
DACOMP	300	2000	5	0.096900616	0.02635
DESeq2	300	2000	5	0.09277801	0.03095
fastANCOM	300	2000	5	0.100682391	0.0713
LEfSe	300	2000	5	0.095982659	0.03165
limma_voom	300	2000	5	0.099314163	0.3441
LinDA	300	2000	5	0.099837142	0.03555
MaAsLin2	300	2000	5	0.099636414	0.037311558
Wilcox	300	2000	5	0.097336502	0.0278
ZicoSeq	300	2000	5	0.000416667	0.000125
ALDEx2_wi	50	2000	1	0	0
Corncob	50	2000	1	0.0025	2.50E-05
DACOMP	50	2000	1	0	0
DESeq2	50	2000	1	0.000150488	1.00E-04
fastANCOM	50	2000	1	0.0025	2.50E-05
LEfSe	50	2000	1	0.0025	2.50E-05
limma_voom	50	2000	1	0.023246898	0.05105
LinDA	50	2000	1	0.0025	2.50E-05
MaAsLin2	50	2000	1	0.0025	2.50E-05
Wilcox	50	2000	1	0.0025	2.50E-05
ZicoSeq	50	2000	1	0	0
ALDEx2_wi	50	2000	10	0.089167458	0.004625
Corncob	50	2000	10	0.092297967	0.005725
DACOMP	50	2000	10	0.072252977	0.00655
DESeq2	50	2000	10	0.013866711	0.0135
fastANCOM	50	2000	10	0.096166251	0.040275
LEfSe	50	2000	10	0.094572026	0.006725
limma_voom	50	2000	10	0.104180334	0.3278
LinDA	50	2000	10	0.096306763	0.008
MaAsLin2	50	2000	10	0.098333545	0.008275
Wilcox	50	2000	10	0.095551116	0.006175
ZicoSeq	50	2000	10	0	0
ALDEx2_wi	50	2000	2	0.03625	3.00E-04
Corncob	50	2000	2	0.0525	0.00045
DACOMP	50	2000	2	0	0
DESeq2	50	2000	2	0.001995004	0.001325
fastANCOM	50	2000	2	0.042916667	0.000325
LEfSe	50	2000	2	0.042083333	0.00035
limma_voom	50	2000	2	0.062854479	0.050775
LinDA	50	2000	2	0.029708333	0.000325
MaAsLin2	50	2000	2	0.046717172	0.000378788
Wilcox	50	2000	2	0.020833333	0.000175
ZicoSeq	50	2000	2	0	0
ALDEx2_wi	50	2000	5	0.097811799	0.003025
Corncob	50	2000	5	0.091883686	0.002725
DACOMP	50	2000	5	0.021018387	0.001375
DESeq2	50	2000	5	0.011330572	0.009275
fastANCOM	50	2000	5	0.099996036	0.006475
LEfSe	50	2000	5	0.10353296	0.0035
limma_voom	50	2000	5	0.106643107	0.10325
LinDA	50	2000	5	0.103750402	0.0044
MaAsLin2	50	2000	5	0.098977128	0.004343434
Wilcox	50	2000	5	0.092328921	0.003
ZicoSeq	50	2000	5	0	0
ALDEx2_wi	500	2000	1	0	0
Corncob	500	2000	1	0	0
DACOMP	500	2000	1	0	0
DESeq2	500	2000	1	0.061566558	0.000825
fastANCOM	500	2000	1	0	0
LEfSe	500	2000	1	0	0
limma_voom	500	2000	1	0.068999872	0.057725
LinDA	500	2000	1	0	0
MaAsLin2	500	2000	1	0	0
Wilcox	500	2000	1	0	0
ZicoSeq	500	2000	1	0	0
ALDEx2_wi	500	2000	10	0.095089889	0.0431
Corncob	500	2000	10	0.097706969	0.08845
DACOMP	500	2000	10	0.099304379	0.062875
DESeq2	500	2000	10	0.098469204	0.07925
fastANCOM	500	2000	10	0.09748037	0.273225
LEfSe	500	2000	10	0.099015966	0.123675
limma_voom	500	2000	10	0.099845099	0.78345
LinDA	500	2000	10	0.099091101	0.122675
MaAsLin2	500	2000	10	0.099198336	0.15625
Wilcox	500	2000	10	0.098966822	0.118075
ZicoSeq	500	2000	10	0.000897566	3.00E-04
ALDEx2_wi	500	2000	2	0.104671449	0.006725
Corncob	500	2000	2	0.102486682	0.008425
DACOMP	500	2000	2	0.100099138	0.012175
DESeq2	500	2000	2	0.09605944	0.0175
fastANCOM	500	2000	2	0.098989067	0.01435
LEfSe	500	2000	2	0.099639393	0.01065
limma_voom	500	2000	2	0.097732247	0.118075
LinDA	500	2000	2	0.101703184	0.012475
MaAsLin2	500	2000	2	0.102612288	0.013625
Wilcox	500	2000	2	0.101738724	0.0098
ZicoSeq	500	2000	2	0	0
ALDEx2_wi	500	2000	5	0.101747066	0.0223
Corncob	500	2000	5	0.102551114	0.04165
DACOMP	500	2000	5	0.102628575	0.03795
DESeq2	500	2000	5	0.100628394	0.049275
fastANCOM	500	2000	5	0.101616462	0.134325
LEfSe	500	2000	5	0.100210382	0.05885
limma_voom	500	2000	5	0.100212034	0.415625
LinDA	500	2000	5	0.10109899	0.061175
MaAsLin2	500	2000	5	0.101431119	0.073819095
Wilcox	500	2000	5	0.099620133	0.05375
ZicoSeq	500	2000	5	0	0
ALDEx2_wi	100	300	1	0	0
Corncob	100	300	1	0	0
DACOMP	100	300	1	0	0
DESeq2	100	300	1	0.04975	0.002666667
fastANCOM	100	300	1	0	0
LEfSe	100	300	1	0	0
limma_voom	100	300	1	0.040401783	0.0125
LinDA	100	300	1	0.005	0.000166667
MaAsLin2	100	300	1	0	0
Wilcox	100	300	1	0	0
ZicoSeq	100	300	1	0	0
ALDEx2_wi	100	300	10	0.097143187	0.035333333
Corncob	100	300	10	0.102272347	0.051333333
DACOMP	100	300	10	0.104060089	0.051333333
DESeq2	100	300	10	0.10307916	0.092166667
fastANCOM	100	300	10	0.098802252	0.060666667
LEfSe	100	300	10	0.103410339	0.077333333
limma_voom	100	300	10	0.100113124	0.194833333
LinDA	100	300	10	0.105432745	0.087166667
MaAsLin2	100	300	10	0.104849005	0.0845
Wilcox	100	300	10	0.100174643	0.0685
ZicoSeq	100	300	10	0	0
ALDEx2_wi	100	300	2	0.05725	0.003833333
Corncob	100	300	2	0.066297619	0.0045
DACOMP	100	300	2	0.028855519	0.005666667
DESeq2	100	300	2	0.100629333	0.0225
fastANCOM	100	300	2	0.035833333	0.002333333
LEfSe	100	300	2	0.072585193	0.007
limma_voom	100	300	2	0.075634742	0.021166667
LinDA	100	300	2	0.065541667	0.0055
MaAsLin2	100	300	2	0.066930556	0.005166667
Wilcox	100	300	2	0.061380952	0.004833333
ZicoSeq	100	300	2	0	0
ALDEx2_wi	100	300	5	0.082413101	0.017833333
Corncob	100	300	5	0.08906326	0.0195
DACOMP	100	300	5	0.085286645	0.029666667
DESeq2	100	300	5	0.088886271	0.060333333
fastANCOM	100	300	5	0.089492851	0.025166667
LEfSe	100	300	5	0.094666358	0.031166667
limma_voom	100	300	5	0.089131407	0.090333333
LinDA	100	300	5	0.090626146	0.035833333
MaAsLin2	100	300	5	0.092331131	0.035
Wilcox	100	300	5	0.095482927	0.030333333
ZicoSeq	100	300	5	0.00016129	0.000166667
ALDEx2_wi	20	300	1	0	0
Corncob	20	300	1	0	0
DACOMP	20	300	1	0	0
DESeq2	20	300	1	0.008986458	0.003166667
fastANCOM	20	300	1	0	0
LEfSe	20	300	1	0	0
limma_voom	20	300	1	0.027756161	0.008666667
LinDA	20	300	1	0	0
MaAsLin2	20	300	1	0	0
Wilcox	20	300	1	0	0
ZicoSeq	20	300	1	0	0
ALDEx2_wi	20	300	10	0.116666667	0.008333333
Corncob	20	300	10	0.107166667	0.0095
DACOMP	20	300	10	0.032839286	0.004666667
DESeq2	20	300	10	0.049528751	0.033
fastANCOM	20	300	10	0.118464286	0.01
LEfSe	20	300	10	0.077833333	0.005333333
limma_voom	20	300	10	0.117625513	0.062833333
LinDA	20	300	10	0.120359307	0.0115
MaAsLin2	20	300	10	0.125251984	0.012833333
Wilcox	20	300	10	0.058916667	0.0045
ZicoSeq	20	300	10	0	0
ALDEx2_wi	20	300	2	0	0
Corncob	20	300	2	0.0075	0.000333333
DACOMP	20	300	2	0	0
DESeq2	20	300	2	0.011041208	0.004333333
fastANCOM	20	300	2	0	0
LEfSe	20	300	2	0	0
limma_voom	20	300	2	0.016609786	0.004
LinDA	20	300	2	0.005	0.000166667
MaAsLin2	20	300	2	0.006700168	0.000335008
Wilcox	20	300	2	0	0
ZicoSeq	20	300	2	0	0
ALDEx2_wi	20	300	5	0.073333333	0.003333333
Corncob	20	300	5	0.090375	0.005166667
DACOMP	20	300	5	0.00125	0.000166667
DESeq2	20	300	5	0.037981008	0.020166667
fastANCOM	20	300	5	0.05625	0.003
LEfSe	20	300	5	0.0525	0.002166667
limma_voom	20	300	5	0.072224227	0.019833333
LinDA	20	300	5	0.074666667	0.004166667
MaAsLin2	20	300	5	0.071138889	0.004666667
Wilcox	20	300	5	0.048333333	0.002
ZicoSeq	20	300	5	0	0
ALDEx2_wi	200	300	1	0.001666667	0.000166667
Corncob	200	300	1	0.001666667	0.000166667
DACOMP	200	300	1	0	0
DESeq2	200	300	1	0.061982143	0.007
fastANCOM	200	300	1	0.005	0.000166667
LEfSe	200	300	1	0.001757263	0.000343643
limma_voom	200	300	1	0.053991839	0.011
LinDA	200	300	1	0.0025	0.000166667
MaAsLin2	200	300	1	0.002512563	0.000167504
Wilcox	200	300	1	0.001	0.000166667
ZicoSeq	200	300	1	0	0
ALDEx2_wi	200	300	10	0.099473542	0.079833333
Corncob	200	300	10	0.09287899	0.1185
DACOMP	200	300	10	0.088742236	0.056333333
DESeq2	200	300	10	0.091471235	0.148333333
fastANCOM	200	300	10	0.088758307	0.132333333
LEfSe	200	300	10	0.092099874	0.1545
limma_voom	200	300	10	0.091774473	0.292833333
LinDA	200	300	10	0.091318635	0.154666667
MaAsLin2	200	300	10	0.091844191	0.1775
Wilcox	200	300	10	0.093412314	0.147666667
ZicoSeq	200	300	10	0.00078125	0.000833333
ALDEx2_wi	200	300	2	0.088418651	0.011
Corncob	200	300	2	0.083020022	0.01
DACOMP	200	300	2	0.067112377	0.016666667
DESeq2	200	300	2	0.097886432	0.039
fastANCOM	200	300	2	0.088842643	0.010333333
LEfSe	200	300	2	0.102505883	0.0165
limma_voom	200	300	2	0.105294088	0.043833333
LinDA	200	300	2	0.092415946	0.016333333
MaAsLin2	200	300	2	0.1013031	0.016333333
Wilcox	200	300	2	0.106445145	0.015
ZicoSeq	200	300	2	0	0
ALDEx2_wi	200	300	5	0.099400176	0.036666667
Corncob	200	300	5	0.100631073	0.052
DACOMP	200	300	5	0.100502083	0.050166667
DESeq2	200	300	5	0.097969227	0.097
fastANCOM	200	300	5	0.097920087	0.058333333
LEfSe	200	300	5	0.09610233	0.0695
limma_voom	200	300	5	0.09904455	0.138833333
LinDA	200	300	5	0.101715593	0.0855
MaAsLin2	200	300	5	0.098134882	0.083666667
Wilcox	200	300	5	0.095081286	0.063833333
ZicoSeq	200	300	5	0	0
ALDEx2_wi	300	300	1	0	0
Corncob	300	300	1	0	0
DACOMP	300	300	1	0.000909091	0.000333333
DESeq2	300	300	1	0.051047003	0.005166667
fastANCOM	300	300	1	0	0
LEfSe	300	300	1	0.001269036	0.000169205
limma_voom	300	300	1	0.046080986	0.015166667
LinDA	300	300	1	0.015277778	0.001
MaAsLin2	300	300	1	0.001666667	0.000166667
Wilcox	300	300	1	0.000555556	0.000166667
ZicoSeq	300	300	1	0	0
ALDEx2_wi	300	300	10	0.0979418	0.1055
Corncob	300	300	10	0.09920774	0.172
DACOMP	300	300	10	0.096706117	0.062333333
DESeq2	300	300	10	0.09670132	0.196666667
fastANCOM	300	300	10	0.099503393	0.191
LEfSe	300	300	10	0.098247937	0.2095
limma_voom	300	300	10	0.098856227	0.3485
LinDA	300	300	10	0.09807213	0.192833333
MaAsLin2	300	300	10	0.098857316	0.2435
Wilcox	300	300	10	0.100048416	0.203
ZicoSeq	300	300	10	0	0
ALDEx2_wi	300	300	2	0.099452561	0.014833333
Corncob	300	300	2	0.101681783	0.016
DACOMP	300	300	2	0.096718616	0.027833333
DESeq2	300	300	2	0.103739219	0.053333333
fastANCOM	300	300	2	0.09738345	0.018
LEfSe	300	300	2	0.100760426	0.023
limma_voom	300	300	2	0.096096743	0.048
LinDA	300	300	2	0.102040893	0.027166667
MaAsLin2	300	300	2	0.102959066	0.025166667
Wilcox	300	300	2	0.101749556	0.021166667
ZicoSeq	300	300	2	0	0
ALDEx2_wi	300	300	5	0.105295229	0.059166667
Corncob	300	300	5	0.101741303	0.0875
DACOMP	300	300	5	0.103116377	0.056666667
DESeq2	300	300	5	0.095553778	0.134833333
fastANCOM	300	300	5	0.097072541	0.092333333
LEfSe	300	300	5	0.098398709	0.1115
limma_voom	300	300	5	0.096350837	0.181166667
LinDA	300	300	5	0.097496975	0.118
MaAsLin2	300	300	5	0.096309552	0.127166667
Wilcox	300	300	5	0.098187443	0.1045
ZicoSeq	300	300	5	0	0
ALDEx2_wi	50	300	1	0	0
Corncob	50	300	1	0.005	0.000166667
DACOMP	50	300	1	0	0
DESeq2	50	300	1	0.044847222	0.0035
fastANCOM	50	300	1	0	0
LEfSe	50	300	1	0.007417582	0.001020408
limma_voom	50	300	1	0.028285013	0.006
LinDA	50	300	1	0.000833333	0.000166667
MaAsLin2	50	300	1	0.005025126	0.000167504
Wilcox	50	300	1	0.005	0.000166667
ZicoSeq	50	300	1	0	0
ALDEx2_wi	50	300	10	0.106126013	0.020833333
Corncob	50	300	10	0.10530685	0.021833333
DACOMP	50	300	10	0.105150715	0.029166667
DESeq2	50	300	10	0.10483203	0.064333333
fastANCOM	50	300	10	0.112132797	0.029333333
LEfSe	50	300	10	0.10222274	0.031666667
limma_voom	50	300	10	0.0978312	0.123166667
